"id","tax_group_id","name","l10n_lt_tax_code","type_tax_use","amount","amount_type","tax_scope","sequence","description","invoice_label","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/tag_ids","repartition_line_ids/account_id","repartition_line_ids/factor_percent","description@lt","fiscal_position_ids","original_tax_ids"
"account_tax_template_purchase_0_vat33_margin","tax_group_vat_0","0% Margin","PVM33","purchase","0.0","percent","consu","100","Cases where a special taxation scheme (margin) is applied. Second-hand Goods & Art (VAT33)","","base","invoice","13_base","","","Atvejai, kai taikoma speciali apmokestinimo schema (marža). Naudotos prekės ir menas (PVM33)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_63081","","","",""
"","","","","","","","","","","","base","refund","13_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_63081","","","",""
"account_tax_template_purchase_0_vat35","tax_group_vat_0","0% EU EXEMPT","PVM35","purchase","0.0","percent","consu","10","Cases when the acquisition of goods inside EU is deemed to have taken place within the territory of the country (VAT35)","","base","invoice","21_base","","","Atvejai, kai prekių įsigijimas ES viduje laikomas įvykusiu šalies teritorijoje (PVM35)","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","21_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_assumed_0_vat36","tax_group_vat_0","0% EU A","PVM36","purchase","0.0","percent","consu","100","Cases when the acquisition of goods from other Member States is deemed to have taken place within the territory of the country (VAT36)","Assumed 0% VAT","base","invoice","23_base","","","Atvejai, kai prekių įsigijimas iš kitų valstybių narių laikomas įvykusiu šalies teritorijoje (PVM36)","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","32_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","23_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","32_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_0_vat38","tax_group_vat_0","0% Non-EU S","PVM38","purchase","0.0","percent","service","10","Services purchased outside EU for which the buyer does not calculate sales VAT.(VAT38)","","base","invoice","13_base","","","Paslaugos, įsigytos už ES ribų, kurioms pirkėjas neskaičiuoja pardavimo PVM (PVM38)","account_fiscal_position_template_out_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","13_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_0_vat39","tax_group_vat_0","0% Non-EU S EXEMPT","PVM39","purchase","0.0","percent","service","10","Services purchased out of EU that are exempt from vat.(VAT39)","","base","invoice","23_base||24_base","","","Už ES ribų įsigytos paslaugos, kurioms netaikomas PVM (PVM39)","account_fiscal_position_template_out_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","32_tax","account_account_template_2441","-100","","",""
"","","","","","","","","","","","base","refund","23_base||24_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","32_tax","account_account_template_2441","-100","","",""
"account_tax_template_purchase_0_vat41","tax_group_vat_0","0% EU S","PVM41","purchase","0.0","percent","service","10","Services purchased inside EU for which the buyer does not calculate sales VAT. (VAT41)","","base","invoice","20_base","","","ES viduje įsigytos paslaugos, kurioms pirkėjas neskaičiuoja pardavimo PVM (PVM41).","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","20_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_0_vat42","tax_group_vat_0","0% VAT42","PVM42","purchase","0.0","percent","service","10","Services purchased from EU VAT payers for which the purchaser does not calculate sales VAT. (VAT42)","","base","invoice","22_base","","","Iš ES PVM mokėtojų įsigytos paslaugos, už kurias pirkėjas neskaičiuoja pardavimo PVM. (PVM42)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","22_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_0_vat46","tax_group_vat_0","0% Foreign EXEMPT","PVM46","purchase","0.0","percent","","10","Purchase from a non-established foreigner where no VAT is calculated he is exempt. (VAT46)","","base","invoice","","","","Pirkimas iš neįsikūrusio užsieniečio, kuriam neskaičiuojamas PVM, yra atleidžiamas nuo PVM. (PVM46)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_assumed_0_vat47","tax_group_vat_0","0% A","PVM47","purchase","0.0","percent","","110","Cases where VAT is calculated and paid by the buyer for goods and/or other services supplied within the territory of the country by a foreign taxable person not established in the territory of the country (VAT47)","Assumed 0% VAT","base","invoice","20_base","","","Atvejai, kai PVM apskaičiuoja ir sumoka pirkėjas už prekes ir (arba) kitas paslaugas, kurias šalies teritorijoje tiekia užsienio apmokestinamasis asmuo, neįsikūręs šalies teritorijoje (PVM47)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","20_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_0_vat48","tax_group_vat_0","0% Outside LT","PVM48","purchase","0.0","percent","","10","Goods and/or services purchased outside Lithuania. Including cases where foreign VAT has been calculated and cases where goods are imported for domestic consumption. (VAT48)","","base","invoice","11_base","","","Prekės ir (arba) paslaugos, įsigytos ne Lietuvoje. Įskaitant atvejus, kai buvo apskaičiuotas užsienio PVM, ir atvejus, kai prekės importuojamos vidaus vartojimui. (PVM48)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","11_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"account_tax_template_purchase_0_vat51","tax_group_vat_0","0% Art 19/5","PVM51","purchase","0.0","percent","","10","Transactions subject to the application of Article 19(5)(2) and (3) of the VAT Law. (VAT51)","","base","invoice","16_base","","","Sandoriai, kuriems taikomos PVM įstatymo 19(5)(2) ir (3) straipsnio nuostatos. (PVM51)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_63081","","","",""
"","","","","","","","","","","","base","refund","16_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_63081","","","",""
"account_tax_template_purchase_0_vat55","tax_group_vat_0","0% Art 501(1)","PVM55","purchase","0.0","percent","","10","Transactions referred to in Article 501(1) and (4) of the VAT Act. (VAT55)","","base","invoice","19_base","","","PVM įstatymo 501 straipsnio 1 ir 4 dalyse nurodyti sandoriai (PVM55)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","19_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_0_vat56","tax_group_vat_0","0% Art 501(2)","PVM56","purchase","0.0","percent","","10","Transactions referred to in Article 501(2) of the VAT Act. (VAT56)","","base","invoice","23_base||24_base","","","PVM įstatymo 501(2) straipsnyje nurodyti sandoriai (PVM56)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","32_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","23_base||24_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","32_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_0_vat100","tax_group_vat_0","0% VAT100","PVM100","purchase","0.0","percent","","10","Other cases (VAT100)","","base","invoice","24_base","","","Kiti atvejai (PVM100)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","24_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_5","tax_group_vat_5","5%","PVM3","purchase","5.0","percent","","10","Goods supplied and/or services rendered within the territory of the country (VAT3) Medicines, medical aids, books, accommodation, transport, and specific food products.","5% VAT","base","invoice","","","","Šalies teritorijoje tiekiamos prekės ir (arba) teikiamos paslaugos (PVM3) Vaistai, medicinos pagalbos priemonės, knygos, apgyvendinimas, transportas ir specialūs maisto produktai.","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","25_tax","account_account_template_2441","","","",""
"account_tax_template_purchase_assumed_5_vat18","tax_group_vat_5","5% EU A","PVM18","purchase","5.0","percent","consu","100","Cases when the acquisition of goods from other Member States is deemed to have taken place within the territory of the country (VAT18)","Assumed 5% VAT","base","invoice","21_base","","","Atvejai, kai prekių įsigijimas iš kitų valstybių narių laikomas įvykusiu šalies teritorijoje (PVM18)","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","34_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","21_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","34_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_assumed_5_vat37","tax_group_vat_5","5% A","PVM37","purchase","5.0","percent","service","110","Services purchased from foreign countries (except from EU VAT payers), the sales VAT of which is calculated by the buyer (VAT37)","Assumed 5% VAT","base","invoice","20_base","","","Paslaugos, įsigytos iš užsienio šalių (išskyrus iš ES PVM mokėtojų), kurių pardavimo PVM apskaičiuoja pirkėjas (PVM37)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","20_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_5_vat40","tax_group_vat_5","5% EU S","PVM40","purchase","5.0","percent","service","120","Services purchased inside EU for which the buyer does calculate sales VAT. (VAT40)","5% VAT","base","invoice","20_base","","","ES viduje įsigytos paslaugos, kurioms pirkėjas neskaičiuoja pardavimo PVM (PVM40).","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","20_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_reversed_5_vat45","tax_group_vat_5","5% R","PVM45","purchase","5.0","percent","","110","Goods/services supplied inside Lithuania by a non-established foreigner. Buyer pays the VAT. (VAT45)","5% VAT","base","invoice","13_base","","","Prekes / paslaugas Lietuvoje tiekia / teikia neįsisteigęs užsienietis. PVM moka pirkėjas. (PVM45)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","13_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_reversed_5","tax_group_vat_5","0% R5","PVM27","purchase","5.0","percent","","90","Cases when the buyer deducts and pays VAT for goods or services supplied to him (VAT27)","5% VAT","base","invoice","","","","Atvejai, kai pirkėjas atskaito ir sumoka PVM už jam tiekiamas prekes ar teikiamas paslaugas (PVM27)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_4492","","","",""
"","","","","","","","","","","","tax","invoice","33_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_4492","","","",""
"","","","","","","","","","","","tax","refund","33_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_5_vat53_margin","tax_group_vat_5","5% Margin","PVM53","purchase","5.0","percent","","100","Cases where transactions are subject to a special taxation margin scheme. (VAT53)","","base","invoice","23_base","","","Atvejai, kai sandoriams taikoma speciali maržos apmokestinimo schema (PVM53).","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","32_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","23_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","32_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_6_vat49","tax_group_vat_6","6% Farmer","PVM49","purchase","6.0","percent","","10","Cases where agricultural products and services are purchased from farmers subject to the compensatory VAT rate scheme (VAT49)","6% VAT","base","invoice","19_base","","","Atvejai, kai žemės ūkio produktai ir paslaugos perkami iš ūkininkų, kuriems taikoma kompensacinio PVM tarifo schema (PVM49)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","19_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_9","tax_group_vat_9","9%","PVM2","purchase","9.0","percent","","10","Goods supplied and/or services rendered within the territory of the country. (VAT2) Construction, renovation, and insulation of residential housing.","9% VAT","base","invoice","","","","Šalies teritorijoje tiekiamos prekės ir (arba) teikiamos paslaugos. (PVM2) Gyvenamųjų namų statyba, renovacija ir apšiltinimas.","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","25_tax","account_account_template_2441","","","",""
"account_tax_template_purchase_not_deductible_9","tax_group_vat_9","9% ND","PVM2","purchase","9.0","percent","","10","Non deductible Goods supplied and/or services rendered within the territory of the country (VAT2)","9% VAT","base","invoice","","","","Neatskaitomos prekės, tiekiamos ir (arba) teikiamos paslaugos šalies teritorijoje (PVM2)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_63081","","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_63081","","","",""
"account_tax_template_purchase_assumed_9_vat17","tax_group_vat_9","9% EU A","PVM17","purchase","9.0","percent","consu","100","Cases when the acquisition of goods from other Member States is deemed to have taken place within the territory of the country (VAT17)","Assumed 9% VAT","base","invoice","21_base","","","Atvejai, kai prekių įsigijimas iš kitų valstybių narių laikomas įvykusiu šalies teritorijoje (PVM17)","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","34_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","21_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","34_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_reversed_9","tax_group_vat_9","9% R","PVM26","purchase","9.0","percent","","90","Cases when the buyer deducts and pays VAT for goods or services supplied to him (VAT26)","9% VAT","base","invoice","","","","Atvejai, kai pirkėjas atskaito ir sumoka PVM už jam tiekiamas prekes ar teikiamas paslaugas (PVM26)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_4492","","","",""
"","","","","","","","","","","","tax","invoice","33_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_4492","","","",""
"","","","","","","","","","","","tax","refund","33_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_9_vat44","tax_group_vat_9","9% R Foreigner","PVM44","purchase","9.0","percent","","110","Goods/services supplied inside Lithuania by a non-established foreigner. Buyer pays the VAT. (VAT44)","9% VAT","base","invoice","","","","Prekes / paslaugas Lietuvoje tiekia neįsisteigęs užsienietis. PVM moka pirkėjas. (PVM44)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","33_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","33_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_9_vat52_margin","tax_group_vat_9","9% Margin","PVM52","purchase","9.0","percent","","100","Cases where transactions are subject to a special taxation margin scheme. (VAT52)","","base","invoice","16_base","","","Atvejai, kai sandoriams taikoma speciali maržos apmokestinimo schema (PVM52).","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_63081","","","",""
"","","","","","","","","","","","base","refund","16_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_63081","","","",""
"account_tax_template_purchase_assumed_9_vat54","tax_group_vat_9","9% A","PVM54","purchase","9.0","percent","service","10","Services purchased outside EU, the sales VAT of which is calculated by the buyer (VAT54)","","base","invoice","19_base","","","Paslaugos, įsigytos už ES ribų, kurių pardavimo PVM apskaičiuoja pirkėjas (PVM54)","account_fiscal_position_template_out_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","19_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_9_vat57","tax_group_vat_9","9% EU SA","PVM57","purchase","9.0","percent","service","10","Services purchased from EU VAT payers, the sales VAT of which is calculated by the buyer. (VAT57)","","base","invoice","19_base","","","Iš ES PVM mokėtojų įsigytos paslaugos, kurių pardavimo PVM apskaičiuoja pirkėjas. (PVM57)","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","19_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_12","tax_group_vat_12","12%","PVM2","purchase","12.0","percent","","10","Goods supplied and/or services rendered within the territory of the country. (VAT2) Construction, renovation, and insulation of residential housing.","12% VAT","base","invoice","11_base","","","Šalies teritorijoje tiekiamos prekės ir (arba) teikiamos paslaugos. (PVM2) Gyvenamųjų namų statyba, renovacija ir apšiltinimas.","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","11_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"account_tax_template_purchase_not_deductible_12","tax_group_vat_12","12% ND","PVM2","purchase","12.0","percent","","10","Non deductible Goods supplied and/or services rendered within the territory of the country (VAT2)","12% VAT","base","invoice","11_base","","","Neatskaitomos prekės, tiekiamos ir (arba) teikiamos paslaugos šalies teritorijoje (PVM2)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_63081","","","",""
"","","","","","","","","","","","base","refund","11_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_63081","","","",""
"account_tax_template_purchase_assumed_12_vat17","tax_group_vat_12","12% EU A","PVM17","purchase","12.0","percent","consu","100","Cases when the acquisition of goods from other Member States is deemed to have taken place within the territory of the country (VAT17)","Assumed 12% VAT","base","invoice","21_base","","","Atvejai, kai prekių įsigijimas iš kitų valstybių narių laikomas įvykusiu šalies teritorijoje (PVM17)","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","34_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","21_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","34_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_reversed_12","tax_group_vat_12","12% R","PVM26","purchase","12.0","percent","","90","Cases when the buyer deducts and pays VAT for goods or services supplied to him (VAT26)","12% VAT","base","invoice","","","","Atvejai, kai pirkėjas atskaito ir sumoka PVM už jam tiekiamas prekes ar teikiamas paslaugas (PVM26)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_4492","","","",""
"","","","","","","","","","","","tax","invoice","33_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_4492","","","",""
"","","","","","","","","","","","tax","refund","33_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_12_vat44","tax_group_vat_12","12% R Foreigner","PVM44","purchase","12.0","percent","","110","Goods/services supplied inside Lithuania by a non-established foreigner. Buyer pays the VAT. (VAT44)","12% VAT","base","invoice","","","","Prekes / paslaugas Lietuvoje tiekia neįsisteigęs užsienietis. PVM moka pirkėjas. (PVM44)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","33_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","25_tax||35_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","33_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_12_vat52_margin","tax_group_vat_12","12% Margin","PVM52","purchase","12.0","percent","","100","Cases where transactions are subject to a special taxation margin scheme. (VAT52)","","base","invoice","16_base","","","Atvejai, kai sandoriams taikoma speciali maržos apmokestinimo schema (PVM52).","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_63081","","","",""
"","","","","","","","","","","","base","refund","16_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_63081","","","",""
"account_tax_template_purchase_assumed_12_vat54","tax_group_vat_12","12% A","PVM54","purchase","12.0","percent","service","10","Services purchased outside EU, the sales VAT of which is calculated by the buyer (VAT54)","","base","invoice","19_base","","","Paslaugos, įsigytos už ES ribų, kurių pardavimo PVM apskaičiuoja pirkėjas (PVM54)","account_fiscal_position_template_out_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","19_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_12_vat57","tax_group_vat_12","12% EU SA","PVM57","purchase","12.0","percent","service","10","Services purchased from EU VAT payers, the sales VAT of which is calculated by the buyer. (VAT57)","","base","invoice","19_base","","","Iš ES PVM mokėtojų įsigytos paslaugos, kurių pardavimo PVM apskaičiuoja pirkėjas. (PVM57)","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","19_base","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_2441","","","",""
"account_tax_template_purchase_21","tax_group_vat_21","21%","PVM1","purchase","21.0","percent","","1","Goods supplied and/or services provided within the territory of the country (VAT1)","21% VAT","base","invoice","","","","Šalies teritorijoje tiekiamos prekės ir (arba) teikiamos paslaugos (PVM1)","account_fiscal_position_template_b2c_eu,account_fiscal_position_template_lt",""
"","","","","","","","","","","","tax","invoice","25_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","25_tax","account_account_template_2441","","","",""
"account_tax_template_purchase_not_deductible_21","tax_group_vat_21","21% ND","PVM1","purchase","21.0","percent","","10","Non Deductible Goods supplied and/or services provided within the territory of the country (VAT1)","21% VAT","base","invoice","","","","Šalies teritorijoje tiekiamos prekės ir (arba) teikiamos paslaugos, nereikalaujančios atskaitymo nuo PVM (PVM1)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","","account_account_template_63081","","","",""
"","","","","","","","","","","","base","refund","","","","","",""
"","","","","","","","","","","","tax","refund","","account_account_template_63081","","","",""
"account_tax_template_purchase_assumed_21_vat16","tax_group_vat_21","21% EU A","PVM16","purchase","21.0","percent","consu","100","Cases when the acquisition of goods from other Member States is deemed to have taken place within the territory of the country (VAT16)","Assumed 21% VAT","base","invoice","21_base","","","Atvejai, kai prekių įsigijimas iš kitų valstybių narių laikomas įvykusiu šalies teritorijoje (PVM16)","account_fiscal_position_template_eu","account_tax_template_purchase_21"
"","","","","","","","","","","","tax","invoice","25_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","34_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","21_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","34_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_assumed_21_vat20","tax_group_vat_21","21% A","PVM20","purchase","21.0","percent","service","110","Services acquired from non-EU countries subject to the reverse charge mechanism. VAT paid by the buyer. VAT20)","Assumed 21% VAT","base","invoice","23_base","","","Paslaugoms, įsigytoms iš ne ES šalių, taikomas atvirkštinio apmokestinimo mechanizmas. PVM moka pirkėjas. PVM20)","account_fiscal_position_template_lt,account_fiscal_position_template_b2c_eu",""
"","","","","","","","","","","","tax","invoice","25_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","32_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","23_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","32_tax","account_account_template_4492","-100","","",""
"account_tax_template_purchase_assumed_21","tax_group_vat_21","21% EU S","PVM21","purchase","21.0","percent","service","120","Services acquired from EU VAT payers that are subject to the reverse charge mechanism.Where the buyer pays the tax. (VAT21)","Assumed 21% VAT","base","invoice","23_base||24_base","","","Paslaugos, įsigytos iš ES PVM mokėtojų, kuriems taikomas atvirkštinio apmokestinimo mechanizmas. Kai pirkėjas sumoka mokestį. (PVM21)","account_fiscal_position_template_eu",""
"","","","","","","","","","","","tax","invoice","25_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","invoice","32_tax","account_account_template_4492","-100","","",""
"","","","","","","","","","","","base","refund","23_base||24_base","","","","",""
"","","","","","","","","","","","tax","refund","25_tax","account_account_template_2441","","","",""
"","","","","","","","","","","","tax","refund","32_tax","account_account_template_4492","-100","","",""
