"id","name","name@es","name@ca","code","account_type","reconcile","non_trade"
"account_common_4415","Receivables, past due trade bills","Deudores, efectos comerciales impagados","Deutors, efectes comercials impagats","4415","asset_receivable","True",""
"account_common_446","Doubtful receivables","Deudores de dudoso cobro","Deutors de cobrament dubtós","446","asset_receivable","True",""
"account_common_449","Receivables for profit-sharing agreements","Deudores por operaciones en común","Deutors per operacions en comú","449","asset_receivable","True",""
"account_common_460","Salary advances","Anticipos de remuneraciones","Avançaments de remuneracions","460","asset_receivable","True",""
"account_common_465","Salaries payable","Remuneraciones pendientes de pago","Remuneracions pendents de pagament","465","liability_payable","True",""
"account_common_4700","VAT recoverable","Hacienda Pública, deudora por IVA","Hisenda pública, deutora per IVA","4700","asset_receivable","True","True"
"account_common_4708","Grants receivable","Hacienda Pública, deudora por subvenciones concedidas","Hisenda pública, deutora per subvencions concedides","4708","asset_current","True",""
"account_common_4709","Recoverable taxes","Hacienda Pública, deudora por devolución de impuestos","Hisenda pública, deutora per devolució d’impostos","4709","asset_current","True",""
"account_common_471","Social Security, receivables","Organismos de la Seguridad Social, deudores","Organismes de la Seguretat Social, deutors","471","asset_current","False",""
"account_common_472","Input VAT","Hacienda Pública. IVA soportado","Hisenda pública, IVA suportat","472","asset_current","False",""
"account_common_473","Withholdings and payments on account","Hacienda Pública, retenciones y pagos a cuenta","Hisenda pública, retencions i pagaments a compte","473","asset_current","False",""
"account_common_4740","Assets arising from deductible temporary differences","Activos por diferencias temporarias deducibles","Actius per diferències temporànies deduïbles","4740","asset_non_current","False",""
"account_common_4742","Rights to tax deductions and credits pending application","Derechos por deducciones y bonificaciones pendientes de aplicar","Drets per deduccions i bonificacions pendents d’aplicar","4742","asset_non_current","False",""
"account_common_4745","Tax loss carryforwards","Crédito por pérdidas a compensar del ejercicio","Crèdit per pèrdues a compensar de l’exercici","4745","asset_non_current","False",""
"account_common_4750","Taxation authorities, taxes payable","Hacienda Pública, acreedora por IVA","Hisenda pública, creditora per IVA","4750","liability_payable","True","True"
"account_common_4751","Taxation authorities, withholding tax","Hacienda Pública, acreedora por retenciones practicadas","Hisenda pública, creditora per retencions practicades","4751","liability_current","False",""
"account_common_4752","Taxation authorities, income tax payable","Hacienda Pública, acreedora por impuesto sobre sociedades","Hisenda pública, creditora per impost sobre societats","4752","liability_current","True",""
"account_common_4758","Taxation authorities, repayable grants","Hacienda Pública, acreedora por subvenciones a reintegrar","Hisenda pública, creditora per subvencions a reintegrar","4758","liability_current","True",""
"account_common_4759","Taxation authorities, credit for other concepts","Hacienda Pública, acreedora por otros conceptos","Hisenda pública, creditora per altres conceptes","4759","liability_current","False",""
"account_common_476","Social security, payables","Organismos de la Seguridad Social, acreedores","Organismes de la Seguretat Social, creditors","476","liability_current","False",""
"account_common_477","Taxation authorities, output VAT","Hacienda Pública. IVA repercutido","Hisenda pública, IVA repercutit","477","liability_current","False",""
"account_common_479","Liabilities arising from taxable temporary differences","Pasivos por diferencias temporarias imponibles","Passius per diferències temporànies imposables","479","liability_non_current","False",""
"account_common_480","Prepaid expenses","Gastos anticipados","Despeses anticipades","480","asset_current","False",""
"account_common_485","Deferred income","Ingresos anticipados","Ingressos anticipats","485","liability_current","False",""
"account_common_4933","Impairment of trade receivables from group companies","Deterioro de valor de créditos por operaciones comerciales con empresas del grupo","Deteriorament de valor de crèdits per operacions comercials amb empreses del grup","4933","liability_current","True",""
"account_common_4934","Impairment of trade receivables from associates","Deterioro de valor de créditos por operaciones comerciales con empresas asociadas","Deteriorament de valor de crèdits per operacions comercials amb empreses associades","4934","liability_current","True",""
"account_common_4935","Impairment of trade receivables from other related parties","Deterioro de valor de créditos por operaciones comerciales con otras partes vinculadas","Deteriorament de valor de crèdits per operacions comercials amb altres parts vinculades","4935","liability_current","True",""
"account_common_4994","Provision for onerous contracts","Provisión por contratos onerosos","Provisió per contractes onerosos","4994","liability_current","True",""
"account_common_4999","Provision for other trade operations","Provisión para otras operaciones comerciales","Provisió per a altres operacions comercials","4999","liability_current","True",""
"account_common_500","Current bonds and obligations","Obligaciones y bonos a corto plazo","Obligacions i bons a curt termini","500","liability_current","False",""
"account_common_505","Other current marketable securities","Deudas representadas en otros valores negociables a corto plazo","Deutes representats en altres valors negociables a curt termini","505","liability_current","False",""
"account_common_506","Current interest on debentures and similar issues","Intereses a corto plazo de empréstitos y otras emisiones análogas","Interessos a curt termini d’emprèstits i altres emissions anàlogues","506","liability_current","False",""
"account_common_507","Dividends payable on liability-classified instruments","Dividendos de acciones o participaciones consideradas como pasivos financieros","Dividends d’accions o participacions considerades passius financers","507","liability_current","False",""
"account_common_5090","Redeemed bonds and obligations","Obligaciones y bonos amortizados","Obligacions i bons amortitzats","5090","liability_current","True",""
"account_common_5095","Other redeemed marketable securities","Otros valores negociables amortizados","Altres valors negociables amortitzats","5095","liability_current","True",""
"account_common_5103","Current debt with financial institutions, group companies","Deudas a corto plazo con entidades de crédito, empresas del grupo","Deutes a curt termini amb entitats de crèdit, empreses del grup","5103","liability_current","False",""
"account_common_5104","Current debt with financial institutions, associates","Deudas a corto plazo con entidades de crédito, empresas asociadas","Deutes a curt termini amb entitats de crèdit, empreses associades","5104","liability_current","False",""
"account_common_5105","Current debt with other related financial institutions","Deudas a corto plazo con otras entidades de crédito vinculadas","Deutes a curt termini amb altres entitats de crèdit vinculades","5105","liability_current","False",""
"account_common_5113","Current payables to suppliers of fixed assets, group companies","Proveedores de inmovilizado a corto plazo, empresas del grupo","Proveïdors d’immobilitzat a curt termini, empreses del grup","5113","liability_current","False",""
"account_common_5114","Current payables to suppliers of fixed assets, associates","Proveedores de inmovilizado a corto plazo, empresas asociadas","Proveïdors d’immobilitzat a curt termini, empreses associades","5114","liability_current","False",""
"account_common_5115","Current payables to suppliers of fixed assets, other related parties","Proveedores de inmovilizado a corto plazo, otras partes vinculadas","Proveïdors d’immobilitzat a curt termini, altres parts vinculades","5115","liability_current","False",""
"account_common_5123","Current finance lease payables, group companies","Acreedores por arrendamiento financiero a corto plazo, empresas del grupo","Creditors per arrendament financer a curt termini, empreses del grup","5123","liability_current","False",""
"account_common_5124","Current finance lease payables, associates","Acreedores por arrendamiento financiero a corto plazo, empresas asociadas","Creditors per arrendament financer a curt termini, empreses associades","5124","liability_current","False",""
"account_common_5125","Current finance lease payables, other related parties","Acreedores por arrendamiento financiero a corto plazo, otras partes vinculadas","Creditors per arrendament financer a curt termini, altres parts vinculades","5125","liability_current","False",""
"account_common_5133","Other current payables, group companies","Otras deudas a corto plazo con empresas del grupo","Altres deutes a curt termini amb empreses del grup","5133","liability_current","False",""
"account_common_5134","Other current payables, associates","Otras deudas a corto plazo con empresas asociadas","Altres deutes a curt termini amb empreses associades","5134","liability_current","False",""
"account_common_5135","Other current payables, other related parties","Otras deudas a corto plazo con otras partes vinculadas","Altres deutes a curt termini amb altres parts vinculades","5135","liability_current","False",""
"account_common_5143","Current interest on payables, group companies","Intereses a corto plazo de deudas con empresas del grupo","Interessos a curt termini de deutes, empreses del grup","5143","liability_current","False",""
"account_common_5144","Current interest on payables, associates","Intereses a corto plazo de deudas con empresas asociadas","Interessos a curt termini de deutes, empreses associades","5144","liability_current","False",""
"account_common_5145","Current interest on payables, other related parties","Intereses a corto plazo de deudas con otras partes vinculadas","Interessos a curt termini de deutes, altres parts vinculades","5145","liability_current","False",""
"account_common_5200","Current loans from financial institutions","Préstamos a corto plazo de entidades de crédito","Préstecs a curt termini d’entitats de crèdit","5200","liability_current","True",""
"account_common_5201","Current payables for drawdowns on credit facilities","Deudas a corto plazo por crédito dispuesto","Deutes a curt termini per crèdit disposat","5201","liability_current","True",""
"account_common_5208","Payables, discounted trade bills","Deudas por efectos descontados","Deutes per efectes descomptats","5208","liability_current","True",""
"account_common_5209","Payables, factoring","Deudas por operaciones de “factoring”","Deutes per operacions de facturatge","5209","liability_current","True",""
"account_common_522","Current payables convertible into grants, donations and bequests","Deudas a corto plazo transformables en subvenciones, donaciones y legados","Deutes a curt termini transformables en subvencions, donacions i llegats","522","liability_current","False",""
"account_common_523","Current payables to suppliers of fixed assets","Proveedores de inmovilizado a corto plazo","Proveïdors d’immobilitzat a curt termini","523","liability_payable","True",""
"account_common_524","Current finance lease payables","Acreedores por arrendamiento financiero a corto plazo","Creditors per arrendament financer a curt termini","524","liability_current","False",""
"account_common_525","Current bills payable","Efectos a pagar a corto plazo","Efectes a pagar a curt termini","525","liability_current","False",""
"account_common_527","Current interest on debt with financial institutions","Intereses a corto plazo de deudas con entidades de crédito","Interessos a curt termini de deutes amb entitats de crèdit","527","liability_current","False",""
"account_common_528","Current interest on payables","Intereses a corto plazo de deudas","Interessos a curt termini de deutes","528","liability_current","False",""
"account_common_5290","Current provisions for employee benefits","Provisión a corto plazo por retribuciones al personal","Provisió a curt termini per retribucions al personal","5290","liability_current","True",""
"account_common_5291","Current provisions for taxes","Provisión a corto plazo para impuestos","Provisió a curt termini per a impostos","5291","liability_current","True",""
"account_common_5292","Current provisions for other liabilities","Provisión a corto plazo para otras responsabilidades","Provisió a curt termini per a altres responsabilitats","5292","liability_current","True",""
"account_common_5293","Current provisions for dismantlement, removal or restoration of fixed assets","Provisión a corto plazo por desmantelamiento, retiro o rehabilitación del inmovilizado","Provisió a curt termini per desmantellament, retirament o rehabilitació de l’immobilitzat","5293","liability_current","True",""
"account_common_5295","Current provisions for environmental actions","Provisión a corto plazo para actuaciones medioambientales","Provisió a curt termini per a actuacions mediambientals","5295","liability_current","True",""
"account_common_5303","Current investments in group companies","Participaciones a corto plazo en empresas del grupo","Participacions a curt termini, en empreses del grup","5303","asset_current","False",""
"account_common_5304","Current investments in associates","Participaciones a corto plazo en empresas asociadas","Participacions a curt termini, en empreses associades","5304","asset_current","False",""
"account_common_5305","Current investments in other related parties","Participaciones a corto plazo en otras partes vinculadas","Participacions a curt termini, en altres parts vinculades","5305","asset_current","False",""
"account_common_5313","Current debt securities of group companies","Valores representativos de deuda a corto plazo de empresas del grupo","Valors representatius de deute a curt termini d’empreses del grup","5313","asset_current","False",""
"account_common_5314","Current debt securities of associates","Valores representativos de deuda a corto plazo de empresas asociadas","Valors representatius de deute a curt termini d’empreses associades","5314","asset_current","False",""
"account_common_5315","Current debt securities of other related parties","Valores representativos de deuda a corto plazo de otras partes vinculadas","Valors representatius de deute a curt termini d’altres parts vinculades","5315","asset_current","False",""
"account_common_5323","Current loans to group companies","Créditos a corto plazo a empresas del grupo","Crèdits a curt termini a empreses del grup","5323","asset_current","False",""
"account_common_5324","Current loans to associates","Créditos a corto plazo a empresas asociadas","Crèdits a curt termini a empreses associades","5324","asset_current","False",""
"account_common_5325","Current loans to other related parties","Créditos a corto plazo a otras partes vinculadas","Crèdits a curt termini a altres parts vinculades","5325","asset_current","False",""
"account_common_5333","Current interest on debt securities of group companies","Intereses a corto plazo de valores representativos de deuda de empresas del grupo","Interessos a curt termini de valors representatius de deute d’empreses del grup","5333","asset_current","False",""
"account_common_5334","Current interest on debt securities of associates","Intereses a corto plazo de valores representativos de deuda de empresas asociadas","Interessos a curt termini de valors representatius de deute d’empreses associades","5334","asset_current","False",""
"account_common_5335","Current interest on debt securities of other related parties","Intereses a corto plazo de valores representativos de deuda de otras partes vinculadas","Interessos a curt termini de valors representatius de deute d’altres parts vinculades","5335","asset_current","False",""
"account_common_5343","Current interest on loans to group companies","Intereses a corto plazo de créditos a empresas del grupo","Interessos a curt termini de crèdits a empreses del grup","5343","asset_current","False",""
"account_common_5344","Current interest on loans to associates","Intereses a corto plazo de créditos a empresas asociadas","Interessos a curt termini de crèdits a empreses associades","5344","asset_current","False",""
"account_common_5345","Current interest on loans to other related parties","Intereses a corto plazo de créditos a otras partes vinculadas","Interessos a curt termini de crèdits a altres parts vinculades","5345","asset_current","False",""
"account_common_5353","Dividend receivable from group companies","Dividendo a cobrar de inversiones financieras en empresas del grupo","Dividend a cobrar d’empreses del grup","5353","asset_current","False",""
"account_common_5354","Dividend receivable from associates","Dividendo a cobrar de inversiones financieras en empresas asociadas","Dividend a cobrar d’empreses associades","5354","asset_current","False",""
"account_common_5355","Dividend receivable from other related parties","Dividendo a cobrar de inversiones financieras en otras partes vinculadas","Dividend a cobrar d’altres parts vinculades","5355","asset_current","False",""
"account_common_5393","Current uncalled equity holdings in group companies","Desembolsos pendientes sobre participaciones a corto plazo en empresas del grupo","Desemborsaments pendents sobre participacions a curt termini en empreses del grup","5393","asset_current","False",""
"account_common_5394","Current uncalled equity holdings in associates","Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas","Desemborsaments pendents sobre participacions a curt termini en empreses associades","5394","asset_current","False",""
"account_common_5395","Current uncalled equity holdings in other related parties","Desembolsos pendientes sobre participaciones a corto plazo en otras partes vinculadas","Desemborsaments pendents sobre participacions a curt termini en altres parts vinculades","5395","asset_current","False",""
"account_common_540","Current investments in equity instruments","Inversiones financieras a corto plazo en instrumentos de patrimonio","Inversions financeres a curt termini en instruments de patrimoni","540","asset_current","False",""
"account_common_541","Current debt securities","Valores representativos de deuda a corto plazo","Valors representatius de deute a curt termini","541","asset_current","False",""
"account_common_542","Current loans","Créditos a corto plazo","Crèdits a curt termini","542","asset_current","False",""
"account_common_543","Current loans for disposal of fixed assets","Créditos a corto plazo por enajenación de inmovilizado","Crèdits a curt termini per alienació d’immobilitzat","543","asset_current","False",""
"account_common_544","Current loans to personnel","Créditos a corto plazo al personal","Crèdits a curt termini al personal","544","asset_current","False",""
"account_common_545","Dividend receivable","Dividendo a cobrar","Dividend a cobrar","545","asset_current","False",""
"account_common_546","Current interest on debt securities","Intereses a corto plazo de valores representativos de deudas","Interessos a curt termini de valors representatius de deutes","546","asset_current","False",""
"account_common_547","Current interest on loans","Intereses a corto plazo de créditos","Interessos a curt termini de crèdits","547","asset_current","False",""
"account_common_548","Current deposits","Imposiciones a corto plazo","Imposicions a curt termini","548","asset_current","False",""
"account_common_549","Current uncalled equity holdings","Desembolsos pendientes sobre participaciones en el patrimonio neto a corto plazo","Desemborsaments pendents sobre participacions en el patrimoni net a curt termini","549","asset_current","False",""
"account_common_550","Current account with owner","Titular de la explotación","Titular de l’explotació","550","asset_current","False",""
"account_common_5523","Current account with group companies","Cuenta corriente con empresas del grupo","Compte corrent amb empreses del grup","5523","asset_current","False",""
"account_common_5524","Current account with associates","Cuenta corriente con empresas asociadas","Compte corrent amb empreses associades","5524","asset_current","False",""
"account_common_5525","Current account with other related parties","Cuenta corriente con otras partes vinculadas","Compte corrent amb altres parts vinculades","5525","asset_current","False",""
"account_common_554","Current account with temporary joint ventures and co-ownerships","Cuenta corriente con uniones temporales de empresas y comunidades de bienes","Compte corrent amb unions temporals d’empreses i comunitats de béns","554","asset_current","False",""
"account_common_555","Items pending application","Partidas pendientes de aplicación","Partides pendents d’aplicació","555","liability_current","False",""
"account_common_5563","Called-up equity holdings, group companies","Desembolsos exigidos sobre participaciones, empresas del grupo","Desemborsaments exigits sobre participacions, empreses del grup","5563","liability_current","False",""
"account_common_5564","Called-up equity holdings, associates","Desembolsos exigidos sobre participaciones, empresas asociadas","Desemborsaments exigits sobre participacions, empreses associades","5564","liability_current","False",""
"account_common_5565","Called-up equity holdings, other related parties","Desembolsos exigidos sobre participaciones, otras partes vinculadas","Desemborsaments exigits sobre participacions, altres parts vinculades","5565","liability_current","False",""
"account_common_5566","Called-up equity holdings of other companies","Desembolsos exigidos sobre participaciones de otras empresas","Desemborsaments exigits sobre participacions d’altres empreses","5566","liability_current","False",""
"account_common_557","Interim dividend","Dividendo activo a cuenta","Dividend actiu a compte","557","asset_current","False",""
"account_common_5580","Receivable on called-up ordinary shares or equity holdings","Socios por desembolsos exigidos sobre acciones o participaciones ordinarias","Socis per desemborsaments exigits sobre accions o participacions ordinàries","5580","asset_current","False",""
"account_common_5590","Current assets arising from derivative financial instruments, trading portfolio","Activos por derivados financieros a corto plazo, cartera de negociación","Actius per derivats financers a curt termini, cartera de negociació","5590","asset_current","False",""
"account_common_5595","Current liabilities arising from derivative financial instruments, trading portfolio","Pasivos por derivados financieros a corto plazo, cartera de negociación","Passius per derivats financers a curt termini, cartera de negociació","5595","liability_current","False",""
"account_common_560","Current guarantees received","Fianzas recibidas a corto plazo","Fiances rebudes a curt termini","560","liability_current","False",""
"account_common_561","Current deposits received","Depósitos recibidos a corto plazo","Dipòsits rebuts a curt termini","561","liability_current","False",""
"account_common_565","Current guarantees extended","Fianzas constituidas a corto plazo","Fiances constituïdes a curt termini","565","asset_current","False",""
"account_common_566","Current deposits extended","Depósitos constituidos a corto plazo","Dipòsits constituïts a curt termini","566","asset_current","False",""
"account_common_567","Prepaid interest","Intereses pagados por anticipado","Interessos pagats per endavant","567","asset_current","False",""
"account_common_568","Unearned interest received","Intereses cobrados por anticipado","Interessos cobrats per endavant","568","liability_current","False",""
"account_common_570","Cash, euros","Caja, euros","Caixa, euros","570","asset_cash","False",""
"account_common_571","Cash, foreign currencies","Caja, moneda extranjera","Caixa, moneda estrangera","571","asset_cash","False",""
"pgc_572_child","Banks and financial institutions, demand current accounts, euros","Bancos e instituciones de crédito c/c vista, euros","Bancs i institucions de crèdit c/c a la vista, euros","572","asset_cash","False",""
"account_common_572998","Transitory account","Cuenta transitoria","Compte transitori","572998","asset_current","False",""
"account_common_573","Banks and financial institutions, demand current accounts, foreign currency","Bancos e instituciones de crédito c/c vista, moneda extranjera","Bancs i institucions de crèdit c/c a la vista, moneda estrangera","573","asset_cash","False",""
"account_common_574","Banks and financial institutions, saving accounts, euros","Bancos e instituciones de crédito, cuentas de ahorro, euros","Bancs i institucions de crèdit, comptes d’estalvi, euros","574","asset_cash","False",""
"account_common_575","Banks and financial institutions, saving accounts, foreign currency","Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera","Bancs i institucions de crèdit, comptes d’estalvi, moneda estrangera","575","asset_cash","False",""
"account_common_576","Short-term highly-liquid investments","Inversiones a corto plazo de gran liquidez","Inversions a curt termini de gran liquiditat","576","asset_current","False",""
"account_common_5933","Impairment of current investments in group companies","Deterioro de valor de participaciones a corto plazo en empresas del grupo","Deteriorament de valor de participacions a curt termini en empreses del grup","5933","asset_current","False",""
"account_common_5934","Impairment of current investments in associates","Deterioro de valor de participaciones a corto plazo en empresas asociadas","Deteriorament de valor de participacions a curt termini en empreses associades","5934","asset_current","False",""
"account_common_5943","Impairment of current debt securities of group companies","Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo","Deteriorament de valor de valors representatius de deute a curt termini d’empreses del grup","5943","asset_current","False",""
"account_common_5944","Impairment of current debt securities of associates","Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas","Deteriorament de valor de valors representatius de deute a curt termini d’empreses associades","5944","asset_current","False",""
"account_common_5945","Impairment of current debt securities of other related parties","Deterioro de valor de valores representativos de deuda a corto plazo de otras partes vinculadas","Deteriorament de valor de valors representatius de deute a curt termini d’altres parts vinculades","5945","asset_current","False",""
"account_common_5953","Impairment of current loans to group companies","Deterioro de valor de créditos a corto plazo a empresas del grupo","Deteriorament de valor de crèdits a curt termini a empreses del grup","5953","asset_current","False",""
"account_common_5954","Impairment of current loans to associates","Deterioro de valor de créditos a corto plazo a empresas asociadas","Deteriorament de valor de crèdits a curt termini a empreses associades","5954","asset_current","False",""
"account_common_5955","Impairment of current loans to other related parties","Deterioro de valor de créditos a corto plazo a otras partes vinculadas","Deteriorament de valor de crèdits a curt termini a altres parts vinculades","5955","asset_current","False",""
"account_common_597","Impairment of current debt securities","Deterioro de valor de valores representativos de deuda a corto plazo","Deteriorament de valor de valors representatius de deute a curt termini","597","asset_current","False",""
"account_common_598","Impairment of current loans","Deterioro de valor de créditos a corto plazo","Deteriorament de valor de crèdits a curt termini","598","asset_current","False",""
"account_common_600","Merchandise purchased","Compras de mercaderías","Compres de mercaderies","600","expense","False",""
"account_common_601","Raw materials purchased","Compras de materias primas","Compres de primeres matèries","601","expense","False",""
"account_common_602","Other supplies purchased","Compras de otros aprovisionamientos","Compres d’altres aprovisionaments","602","expense","False",""
"account_common_6060","Prompt payment discounts on merchandise purchased","Descuentos sobre compras por pronto pago de mercaderías","Descomptes sobre compres per pagament immediat de mercaderies","6060","expense","False",""
"account_common_6061","Prompt payment discounts on raw materials purchased","Descuentos sobre compras por pronto pago de materias primas","Descomptes sobre compres per pagament immediat de primeres matèries","6061","expense","False",""
"account_common_6062","Prompt payment discounts on other supplies purchased","Descuentos sobre compras por pronto pago de otros aprovisionamientos","Descomptes sobre compres per pagament immediat d’altres aprovisionaments","6062","expense","False",""
"account_common_607","Subcontracted work","Trabajos realizados por otras empresas","Treballs realitzats per altres empreses","607","expense","False",""
"account_common_6080","Returns of merchandise purchased","Devoluciones de compras de mercaderías","Devolucions de compres de mercaderies","6080","expense","False",""
"account_common_6081","Returns of raw materials purchased","Devoluciones de compras de materias primas","Devolucions de compres de primeres matèries","6081","expense","False",""
"account_common_6082","Returns of other supplies purchased","Devoluciones de compras de otros aprovisionamientos","Devolucions de compres d’altres aprovisionaments","6082","expense","False",""
"account_common_6090","""Rappels"" of merchandise purchased","""Rappels"" por compras de mercaderías","Ràpels per compres de mercaderies","6090","expense","False",""
"account_common_6091","""Rappels"" of raw materials purchased","""Rappels"" por compras de materias primas","Ràpels per compres de primeres matèries","6091","expense","False",""
"account_common_6092","""Rappels"" of other supplies purchased","""Rappels"" por compras de otros aprovisionamientos","Ràpels per compres d’altres aprovisionaments","6092","expense","False",""
"account_common_610","Changes in inventories of merchandise","Variación de existencias de mercaderías","Variació d’existències de mercaderies","610","expense","False",""
"account_common_611","Changes in inventories of raw materials","Variación de existencias de materias primas","Variació d’existències de primeres matèries","611","expense","False",""
"account_common_612","Changes in inventories of other supplies","Variación de existencias de otros aprovisionamientos","Variació d’existències d’altres aprovisionaments","612","expense","False",""
"account_common_620","Research and development expenses for the period","Gastos en investigación y desarrollo del ejercicio","Despeses en recerca i desenvolupament de l’exercici","620","expense","False",""
"account_common_621","Leases and royalties","Arrendamientos y cánones","Arrendaments i cànons","621","expense","False",""
"account_common_622","Repairs and maintenance","Reparaciones y conservación","Reparacions i conservació","622","expense","False",""
"account_common_623","Independent professional services","Servicios de profesionales independientes","Serveis de professionals independents","623","expense","False",""
"account_common_624","Transports","Transportes","Transports","624","expense","False",""
"account_common_625","Insurance premiums","Primas de seguros","Primes d’assegurances","625","expense","False",""
"account_common_626","Banking and similar services","Servicios bancarios y similares","Serveis bancaris i similars","626","expense","False",""
"account_common_627","Advertising, publicity and public relations","Publicidad, propaganda y relaciones públicas","Publicitat, propaganda i relacions públiques","627","expense","False",""
"account_common_628","Utilities","Suministros","Subministraments","628","expense","False",""
"account_common_629","Other services","Otros servicios","Altres serveis","629","expense","False",""
"account_common_6300","Current tax","Impuesto corriente","Impost corrent","6300","expense","False",""
"account_common_6301","Deferred tax","Impuesto diferido","Impost diferit","6301","expense","False",""
"account_common_631","Other taxes","Otros tributos","Altres tributs","631","expense","False",""
"account_common_633","Negative adjustments to income tax","Ajustes negativos en la imposición sobre beneficios","Ajustos negatius en la imposició sobre beneficis","633","expense","False",""
"account_common_6341","Negative adjustments to VAT on current assets","Ajustes negativos en IVA de activo corriente","Ajustos negatius en IVA d’actiu corrent","6341","expense","False",""
"account_common_6342","Negative adjustments to VAT on investments","Ajustes negativos en IVA de inversiones","Ajustos negatius en IVA d’inversions","6342","expense","False",""
"account_common_636","Tax refunds","Devolución de impuestos","Devolució d’impostos","636","expense","False",""
"account_common_638","Positive adjustment to income tax","Ajustes positivos en la imposición sobre beneficios","Ajustos positius en la imposició sobre beneficis","638","expense","False",""
"account_common_6391","Positive adjustments to VAT on current assets","Ajustes positivos en IVA de activo corriente","Ajustos positius en IVA d’actiu corrent","6391","expense","False",""
"account_common_6392","Positive adjustments to VAT on investments","Ajustes positivos en IVA de inversiones","Ajustos positius en IVA d’inversions","6392","expense","False",""
"account_common_640","Salaries and wages","Sueldos y salarios","Sous i salaris","640","expense","False",""
"account_common_641","Termination benefits","Indemnizaciones","Indemnitzacions","641","expense","False",""
"account_common_642","Social security payable by the company","Seguridad Social a cargo de la empresa","Seguretat Social a càrrec de l’empresa","642","expense","False",""
"account_common_649","Employee benefits expense","Otros gastos sociales","Altres despeses socials","649","expense","False",""
"account_common_660","Finance expense arising from provision adjustments","Gastos financieros por actualización de provisiones","Despeses financeres per actualització de provisions","660","expense","False",""
"account_common_6610","Interest on non-current bonds and obligations, group companies","Intereses de obligaciones y bonos, empresas del grupo","Interessos d’obligacions i bons a llarg termini, empreses del grup","6610","expense","False",""
"account_common_6611","Interest on non-current bonds and obligations, associates","Intereses de obligaciones y bonos, empresas asociadas","Interessos d’obligacions i bons a llarg termini, empreses associades","6611","expense","False",""
"account_common_6612","Interest on non-current bonds and obligations, other related parties","Intereses de obligaciones y bonos, otras partes vinculadas","Interessos d’obligacions i bons a llarg termini, altres parts vinculades","6612","expense","False",""
"account_common_6613","Interest on non-current bonds and obligations, other companies","Intereses de obligaciones y bonos, otras empresas","Interessos d’obligacions i bons a llarg termini, altres empreses","6613","expense","False",""
"account_common_6615","Interest on current bonds and obligations, group companies","Intereses de obligaciones y bonos a corto plazo, empresas del grupo","Interessos d’obligacions i bons a curt termini, empreses del grup","6615","expense","False",""
"account_common_6616","Interest on current bonds and obligations, associates","Intereses de obligaciones y bonos a corto plazo, empresas asociadas","Interessos d’obligacions i bons a curt termini, empreses associades","6616","expense","False",""
"account_common_6617","Interest on current bonds and obligations, other related parties","Intereses de obligaciones y bonos a corto plazo, otras partes vinculadas","Interessos d’obligacions i bons a curt termini, altres parts vinculades","6617","expense","False",""
"account_common_6618","Interest on current bonds and obligations, other companies","Intereses de obligaciones y bonos a corto plazo, otras empresas","Interessos d’obligacions i bons a curt termini, altres empreses","6618","expense","False",""
"account_common_6620","Interest on payables, group companies","Intereses de deudas, empresas del grupo","Interessos de deutes, empreses del grup","6620","expense","False",""
"account_common_6621","Interest on payables, associates","Intereses de deudas, empresas asociadas","Interessos de deutes, empreses associades","6621","expense","False",""
"account_common_6622","Interest on payables, other related parties","Intereses de deudas, otras partes vinculadas","Interessos de deutes, altres parts vinculades","6622","expense","False",""
"account_common_6623","Interest on debt with financial institutions","Intereses de deudas con entidades de crédito","Interessos de deutes amb entitats de crèdit","6623","expense","False",""
"account_common_6624","Interest on payables, other companies","Intereses de deudas, otras empresas","Interessos de deutes, altres empreses","6624","expense","False",""
"account_common_6640","Dividends on liability-classified instruments, group companies","Dividendos de pasivos, empresas del grupo","Dividends de passius, empreses del grup","6640","expense","False",""
"account_common_6641","Dividends on liability-classified instruments, associates","Dividendos de pasivos, empresas asociadas","Dividends de passius, empreses associades","6641","expense","False",""
"account_common_6642","Dividends on liability-classified instruments, other related parties","Dividendos de pasivos, otras partes vinculadas","Dividends de passius, altres parts vinculades","6642","expense","False",""
"account_common_6643","Dividends on liability-classified instruments, other companies","Dividendos de pasivos, otras empresas","Dividends de passius, altres empreses","6643","expense","False",""
"account_common_6650","Interest on bills discounted by group financial institutions","Intereses por descuento de efectos en entidades de crédito del grupo","Interessos per descompte d’efectes en entitats de crèdit del grup","6650","expense","False",""
"account_common_6651","Interest on bills discounted by associate financial institutions","Intereses por descuento de efectos en entidades de crédito asociadas","Interessos per descompte d’efectes en entitats de crèdit associades","6651","expense","False",""
"account_common_6652","Interest on bills discounted by other related financial institutions","Intereses por descuento de efectos en entidades de crédito vinculadas","Interessos per descompte d’efectes en altres entitats de crèdit vinculades","6652","expense","False",""
"account_common_6653","Interest on bills discounted by other financial institutions","Intereses por descuento de efectos en otras entidades de crédito","Interessos per descompte d’efectes en altres entitats de crèdit","6653","expense","False",""
