id,description,chart_template_id:id,type_tax_use,name,sequence,amount,price_include,amount_type
tax_rrenta_ADQUI_02pasauto_CP,rRENadqRAIC<AR/,l10n_co_chart_template_generic,sale,AR REN - Adquisición de Bienes Raíces; no vivienda; agente CONTRAPARTIDA,902,-0.025,,percent
tax_rrenta_ADQUI_03act,rRENadqVIVIa>,l10n_co_chart_template_generic,purchase,R REN C Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,602,-0.01,,percent
tax_rrenta_ADQUI_03pas,rRENadqVIVIa<,l10n_co_chart_template_generic,sale,R REN V Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,502,-0.01,,percent
tax_rrenta_ADQUI_03actext,rRENadqVIVIa>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,702,-0.01,,percent
tax_rrenta_ADQUI_03actpf,rRENadqVIVIa>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,802,-0.33,,percent
tax_rrenta_ADQUI_03pasauto,rRENadqVIVIa<AR,l10n_co_chart_template_generic,sale,AR REN - Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,903,1,,percent
tax_rrenta_ADQUI_03pasauto_ASU,rRENadqVIVIa<AR\,l10n_co_chart_template_generic,sale,AR REN - Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT ASIMUDO,904,0.01,,percent
tax_rrenta_ADQUI_03pasauto_CP,rRENadqVIVIa<AR/,l10n_co_chart_template_generic,sale,AR REN - Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT CONTRAPARTIDA,905,-0.01,,percent
tax_rrenta_ADQUI_04act,rRENadqVIVIb>,l10n_co_chart_template_generic,purchase,R REN C Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,603,-0.025,,percent
tax_rrenta_ADQUI_04pas,rRENadqVIVIb<,l10n_co_chart_template_generic,sale,R REN V Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,503,-0.025,,percent
tax_rrenta_ADQUI_04actext,rRENadqVIVIb>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,703,-0.025,,percent
tax_rrenta_ADQUI_04actpf,rRENadqVIVIb>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,803,-0.33,,percent
tax_rrenta_ADQUI_04pasauto,rRENadqVIVIb<AR,l10n_co_chart_template_generic,sale,AR REN - Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,906,1,,percent
tax_rrenta_ADQUI_04pasauto_ASU,rRENadqVIVIb<AR\,l10n_co_chart_template_generic,sale,AR REN - Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT ASIMUDO,907,0.025,,percent
tax_rrenta_ADQUI_04pasauto_CP,rRENadqVIVIb<AR/,l10n_co_chart_template_generic,sale,AR REN - Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT CONTRAPARTIDA,908,-0.025,,percent
tax_rrenta_ADQUI_05act,rRENadqVEHI>,l10n_co_chart_template_generic,purchase,R REN C Adquisición de vehículos ,604,-0.01,,percent
tax_rrenta_ADQUI_05pas,rRENadqVEHI<,l10n_co_chart_template_generic,sale,R REN V Adquisición de vehículos ,504,-0.01,,percent
tax_rrenta_ADQUI_05actext,rRENadqVEHI>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Adquisición de vehículos ,704,-0.01,,percent
tax_rrenta_ADQUI_05actpf,rRENadqVEHI>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Adquisición de vehículos ,804,-0.33,,percent
tax_rrenta_ADQUI_05pasauto,rRENadqVEHI<AR,l10n_co_chart_template_generic,sale,AR REN - Adquisición de vehículos ,909,1,,percent
tax_rrenta_ADQUI_05pasauto_ASU,rRENadqVEHI<AR\,l10n_co_chart_template_generic,sale,AR REN - Adquisición de vehículos  ASIMUDO,910,0.01,,percent
tax_rrenta_ADQUI_05pasauto_CP,rRENadqVEHI<AR/,l10n_co_chart_template_generic,sale,AR REN - Adquisición de vehículos  CONTRAPARTIDA,911,-0.01,,percent
tax_rrenta_ARREN_06act,rRENarrMUEB>,l10n_co_chart_template_generic,purchase,R REN C Arrendamiento de bienes muebles,605,-0.04,,percent
tax_rrenta_ARREN_06pas,rRENarrMUEB<,l10n_co_chart_template_generic,sale,R REN V Arrendamiento de bienes muebles,533,-0.04,,percent
tax_rrenta_ARREN_06actext,rRENarrMUEB>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Arrendamiento de bienes muebles,705,-0.04,,percent
tax_rrenta_ARREN_06actpf,rRENarrMUEB>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Arrendamiento de bienes muebles,805,-0.33,,percent
tax_rrenta_ARREN_06pasauto,rRENarrMUEB<AR,l10n_co_chart_template_generic,sale,AR REN - Arrendamiento de bienes muebles,912,1,,percent
tax_rrenta_ARREN_06pasauto_ASU,rRENarrMUEB<AR\,l10n_co_chart_template_generic,sale,AR REN - Arrendamiento de bienes muebles ASIMUDO,913,0.04,,percent
tax_rrenta_ARREN_06pasauto_CP,rRENarrMUEB<AR/,l10n_co_chart_template_generic,sale,AR REN - Arrendamiento de bienes muebles CONTRAPARTIDA,914,-0.04,,percent
tax_rrenta_ARREN_07act,rRENarrRAICd>,l10n_co_chart_template_generic,purchase,R REN C Arrendamiento de bienes raíces; declarante,606,-0.025,,percent
tax_rrenta_ARREN_07pas,rRENarrRAICd<,l10n_co_chart_template_generic,sale,R REN V Arrendamiento de bienes raíces; declarante,540,-0.025,,percent
tax_rrenta_ARREN_07actext,rRENarrRAICd>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Arrendamiento de bienes raíces; declarante,706,-0.025,,percent
tax_rrenta_ARREN_07actpf,rRENarrRAICd>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Arrendamiento de bienes raíces; declarante,806,-0.33,,percent
tax_rrenta_ARREN_07pasauto,rRENarrRAICd<AR,l10n_co_chart_template_generic,sale,AR REN - Arrendamiento de bienes raíces; declarante,915,1,,percent
tax_rrenta_ARREN_07pasauto_ASU,rRENarrRAICd<AR\,l10n_co_chart_template_generic,sale,AR REN - Arrendamiento de bienes raíces; declarante ASIMUDO,916,0.025,,percent
tax_rrenta_ARREN_07pasauto_CP,rRENarrRAICd<AR/,l10n_co_chart_template_generic,sale,AR REN - Arrendamiento de bienes raíces; declarante CONTRAPARTIDA,917,-0.025,,percent
tax_rrenta_ARREN_08act,rRENarrRAICn>,l10n_co_chart_template_generic,purchase,R REN C Arrendamiento de bienes raíces; no declarante,607,-0.035,,percent
tax_rrenta_ARREN_08pas,rRENarrRAICn<,l10n_co_chart_template_generic,sale,R REN V Arrendamiento de bienes raíces; no declarante,547,-0.035,,percent
tax_rrenta_ARREN_08actext,rRENarrRAICn>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Arrendamiento de bienes raíces; no declarante,707,-0.035,,percent
tax_rrenta_ARREN_08actpf,rRENarrRAICn>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Arrendamiento de bienes raíces; no declarante,807,-0.33,,percent
tax_rrenta_COMIS_09act,rRENcmsSECF>,l10n_co_chart_template_generic,purchase,R REN C Comisiones en el sector financiero,608,-0.11,,percent
tax_rrenta_COMIS_09pas,rRENcmsSECF<,l10n_co_chart_template_generic,sale,R REN V Comisiones en el sector financiero,505,-0.11,,percent
tax_rrenta_COMIS_09actext,rRENcmsSECF>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Comisiones en el sector financiero,708,-0.11,,percent
tax_rrenta_COMIS_09actpf,rRENcmsSECF>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Comisiones en el sector financiero,808,-0.33,,percent
tax_rrenta_COMIS_09pasauto,rRENcmsSECF<AR,l10n_co_chart_template_generic,sale,AR REN - Comisiones en el sector financiero,918,1,,percent
tax_rrenta_COMIS_09pasauto_ASU,rRENcmsSECF<AR\,l10n_co_chart_template_generic,sale,AR REN - Comisiones en el sector financiero ASIMUDO,919,0.11,,percent
tax_rrenta_COMIS_09pasauto_CP,rRENcmsSECF<AR/,l10n_co_chart_template_generic,sale,AR REN - Comisiones en el sector financiero CONTRAPARTIDA,920,-0.11,,percent
tax_rrenta_COMIS_10act,rRENcmsBOLS>,l10n_co_chart_template_generic,purchase,R REN C Comisiones en operaciones realizadas en bolsa de valores,609,-0.03,,percent
tax_rrenta_COMIS_10pas,rRENcmsBOLS<,l10n_co_chart_template_generic,sale,R REN V Comisiones en operaciones realizadas en bolsa de valores,506,-0.03,,percent
tax_rrenta_COMIS_10actext,rRENcmsBOLS>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Comisiones en operaciones realizadas en bolsa de valores,709,-0.03,,percent
tax_rrenta_COMIS_10actpf,rRENcmsBOLS>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Comisiones en operaciones realizadas en bolsa de valores,809,-0.33,,percent
tax_rrenta_COMIS_10pasauto,rRENcmsBOLS<AR,l10n_co_chart_template_generic,sale,AR REN - Comisiones en operaciones realizadas en bolsa de valores,921,1,,percent
tax_rrenta_COMIS_10pasauto_ASU,rRENcmsBOLS<AR\,l10n_co_chart_template_generic,sale,AR REN - Comisiones en operaciones realizadas en bolsa de valores ASIMUDO,922,0.03,,percent
tax_rrenta_COMIS_10pasauto_CP,rRENcmsBOLS<AR/,l10n_co_chart_template_generic,sale,AR REN - Comisiones en operaciones realizadas en bolsa de valores CONTRAPARTIDA,923,-0.03,,percent
tax_rrenta_COMPR_11act,rRENcmpCAFE>,l10n_co_chart_template_generic,purchase,R REN C Compra de café pergamino o cereza,610,-0.005,,percent
tax_rrenta_COMPR_11pas,rRENcmpCAFE<,l10n_co_chart_template_generic,sale,R REN V Compra de café pergamino o cereza,507,-0.005,,percent
tax_rrenta_COMPR_11actext,rRENcmpCAFE>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Compra de café pergamino o cereza,710,-0.005,,percent
tax_rrenta_COMPR_11actpf,rRENcmpCAFE>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Compra de café pergamino o cereza,810,-0.33,,percent
tax_rrenta_COMPR_11pasauto,rRENcmpCAFE<AR,l10n_co_chart_template_generic,sale,AR REN - Compra de café pergamino o cereza,924,1,,percent
tax_rrenta_COMPR_11pasauto_ASU,rRENcmpCAFE<AR\,l10n_co_chart_template_generic,sale,AR REN - Compra de café pergamino o cereza ASIMUDO,925,0.005,,percent
tax_rrenta_COMPR_11pasauto_CP,rRENcmpCAFE<AR/,l10n_co_chart_template_generic,sale,AR REN - Compra de café pergamino o cereza CONTRAPARTIDA,926,-0.005,,percent
tax_rrenta_COMPR_12act,rRENcmpAGRO>,l10n_co_chart_template_generic,purchase,R REN C Compra de productos  agrícolas o pecuarios sin procesamiento industrial ,611,-0.015,,percent
tax_rrenta_COMPR_12pas,rRENcmpAGRO<,l10n_co_chart_template_generic,sale,R REN V Compra de productos  agrícolas o pecuarios sin procesamiento industrial ,508,-0.015,,percent
tax_rrenta_COMPR_12actext,rRENcmpAGRO>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Compra de productos  agrícolas o pecuarios sin procesamiento industrial ,711,-0.015,,percent
tax_rrenta_COMPR_12actpf,rRENcmpAGRO>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Compra de productos  agrícolas o pecuarios sin procesamiento industrial ,811,-0.33,,percent
tax_rrenta_COMPR_12pasauto,rRENcmpAGRO<AR,l10n_co_chart_template_generic,sale,AR REN - Compra de productos  agrícolas o pecuarios sin procesamiento industrial ,927,1,,percent
tax_rrenta_COMPR_12pasauto_ASU,rRENcmpAGRO<AR\,l10n_co_chart_template_generic,sale,AR REN - Compra de productos  agrícolas o pecuarios sin procesamiento industrial  ASIMUDO,928,0.015,,percent
tax_rrenta_COMPR_12pasauto_CP,rRENcmpAGRO<AR/,l10n_co_chart_template_generic,sale,AR REN - Compra de productos  agrícolas o pecuarios sin procesamiento industrial  CONTRAPARTIDA,929,-0.015,,percent
tax_rrenta_COMPR_13act,rRENcmpPETR>,l10n_co_chart_template_generic,purchase,R REN C Compra de combustible y derivados del petróleo,612,-0.001,,percent
tax_rrenta_COMPR_13pas,rRENcmpPETR<,l10n_co_chart_template_generic,sale,R REN V Compra de combustible y derivados del petróleo,509,-0.001,,percent
tax_rrenta_COMPR_13actext,rRENcmpPETR>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Compra  de combustible y derivados del petróleo,712,-0.001,,percent
tax_rrenta_COMPR_13actpf,rRENcmpPETR>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Compra  de combustible y derivados del petróleo,812,-0.33,,percent
tax_rrenta_COMPR_13pasauto,rRENcmpPETR<AR,l10n_co_chart_template_generic,sale,AR REN - Compra  de combustible y derivados del petróleo,930,1,,percent
tax_rrenta_COMPR_13pasauto_ASU,rRENcmpPETR<AR\,l10n_co_chart_template_generic,sale,AR REN - Compra  de combustible y derivados del petróleo ASIMUDO,931,0.001,,percent
tax_rrenta_COMPR_13pasauto_CP,rRENcmpPETR<AR/,l10n_co_chart_template_generic,sale,AR REN - Compra  de combustible y derivados del petróleo CONTRAPARTIDA,932,-0.001,,percent
tax_rrenta_CONSU_14act,rRENcsuPUBL>,l10n_co_chart_template_generic,purchase,R REN C Consultoría en obras públicas ,613,-0.02,,percent
tax_rrenta_CONSU_14pas,rRENcsuPUBL<,l10n_co_chart_template_generic,sale,R REN V Consultoría en obras públicas ,510,-0.02,,percent
tax_rrenta_CONSU_14actext,rRENcsuPUBL>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Consultoría en obras públicas ,713,-0.02,,percent
tax_rrenta_CONSU_14actpf,rRENcsuPUBL>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Consultoría en obras públicas ,813,-0.33,,percent
tax_rrenta_CONSU_14pasauto,rRENcsuPUBL<AR,l10n_co_chart_template_generic,sale,AR REN - Consultoría en obras públicas ,933,1,,percent
tax_rrenta_CONSU_14pasauto_ASU,rRENcsuPUBL<AR\,l10n_co_chart_template_generic,sale,AR REN - Consultoría en obras públicas  ASIMUDO,934,0.02,,percent
tax_rrenta_CONSU_14pasauto_CP,rRENcsuPUBL<AR/,l10n_co_chart_template_generic,sale,AR REN - Consultoría en obras públicas  CONTRAPARTIDA,935,-0.02,,percent
tax_rrenta_CONSU_15act,rRENcsuINFRd>,l10n_co_chart_template_generic,purchase,R REN C Contratos de consultoría en ingeniería de proyectos; declarante,614,-0.06,,percent
tax_rrenta_CONSU_15pas,rRENcsuINFRd<,l10n_co_chart_template_generic,sale,R REN V Contratos de consultoría en ingeniería de proyectos; declarante,511,-0.06,,percent
tax_rrenta_CONSU_15actext,rRENcsuINFRd>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Contratos de consultoría en ingeniería de proyectos; declarante,714,-0.06,,percent
tax_rrenta_CONSU_15actpf,rRENcsuINFRd>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Contratos de consultoría en ingeniería de proyectos; declarante,814,-0.33,,percent
tax_rrenta_CONSU_15pasauto,rRENcsuINFRd<AR,l10n_co_chart_template_generic,sale,AR REN - Contratos de consultoría en ingeniería de proyectos; declarante,936,1,,percent
tax_rrenta_CONSU_15pasauto_ASU,rRENcsuINFRd<AR\,l10n_co_chart_template_generic,sale,AR REN - Contratos de consultoría en ingeniería de proyectos; declarante ASIMUDO,937,0.06,,percent
tax_rrenta_CONSU_15pasauto_CP,rRENcsuINFRd<AR/,l10n_co_chart_template_generic,sale,AR REN - Contratos de consultoría en ingeniería de proyectos; declarante CONTRAPARTIDA,938,-0.06,,percent
tax_rrenta_CONSU_16act,rRENcsuINFRnA>,l10n_co_chart_template_generic,purchase,R REN C Contratos de consultoría en ingeniería de proyectos; no declarante; Tarifa 6%,615,-0.06,,percent
tax_rrenta_CONSU_16pas,rRENcsuINFRnA<,l10n_co_chart_template_generic,sale,R REN V Contratos de consultoría en ingeniería de proyectos; no declarante; Tarifa 6%,512,-0.06,,percent
tax_rrenta_CONSU_16actext,rRENcsuINFRnA>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Contratos de consultoría en ingeniería de proyectos; no declarante; Tarifa 6%,715,-0.06,,percent
tax_rrenta_CONSU_17act,rRENcsuINFRnB>,l10n_co_chart_template_generic,purchase,R REN C Contratos de consultoría en ingeniería de proyectos; no declarante; Tarifa 10%,616,-0.1,,percent
tax_rrenta_CONSU_17pas,rRENcsuINFRnB<,l10n_co_chart_template_generic,sale,R REN V Contratos de consultoría en ingeniería de proyectos; no declarante; Tarifa 10%,513,-0.1,,percent
tax_rrenta_CONSU_17actext,rRENcsuINFRnB>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Contratos de consultoría en ingeniería de proyectos; no declarante; Tarifa 10%,716,-0.1,,percent
tax_rrenta_CONSU_17actpf,rRENcsuINFRnB>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Contratos de consultoría en ingeniería de proyectos; no declarante,815,-0.33,,percent
tax_rrenta_CONTR_18act,rRENctrCSTR>,l10n_co_chart_template_generic,purchase,R REN C Contratos de construcción  y urbanización,617,-0.02,,percent
tax_rrenta_CONTR_18pas,rRENctrCSTR<,l10n_co_chart_template_generic,sale,R REN V Contratos de construcción  y urbanización,514,-0.02,,percent
tax_rrenta_CONTR_18actext,rRENctrCSTR>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Contratos de construcción  y urbanización,717,-0.02,,percent
tax_rrenta_CONTR_18actpf,rRENctrCSTR>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Contratos de construcción  y urbanización,816,-0.33,,percent
tax_rrenta_CONTR_18pasauto,rRENctrCSTR<AR,l10n_co_chart_template_generic,sale,AR REN - Contratos de construcción  y urbanización,939,1,,percent
tax_rrenta_CONTR_18pasauto_ASU,rRENctrCSTR<AR\,l10n_co_chart_template_generic,sale,AR REN - Contratos de construcción  y urbanización ASIMUDO,940,0.02,,percent
tax_rrenta_CONTR_18pasauto_CP,rRENctrCSTR<AR/,l10n_co_chart_template_generic,sale,AR REN - Contratos de construcción  y urbanización CONTRAPARTIDA,941,-0.02,,percent
tax_rrenta_SERV_19act,rRENserPROGd>,l10n_co_chart_template_generic,purchase,R REN C Web y Programas; declarantes de renta ,618,-0.035,,percent
tax_rrenta_SERV_19pas,rRENserPROGd<,l10n_co_chart_template_generic,sale,R REN V Web y Programas; declarantes de renta ,515,-0.035,,percent
tax_rrenta_SERV_19actext,rRENserPROGd>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Web y Programas; declarantes de renta ,718,-0.035,,percent
tax_rrenta_SERV_19actpf,rRENserPROGd>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Web y Programas; declarantes de renta ,817,-0.33,,percent
tax_rrenta_SERV_19pasauto,rRENserPROGd<AR,l10n_co_chart_template_generic,sale,AR REN - Web y Programas; declarantes de renta ,942,1,,percent
tax_rrenta_SERV_19pasauto_ASU,rRENserPROGd<AR\,l10n_co_chart_template_generic,sale,AR REN - Web y Programas; declarantes de renta  ASIMUDO,943,0.035,,percent
tax_rrenta_SERV_19pasauto_CP,rRENserPROGd<AR/,l10n_co_chart_template_generic,sale,AR REN - Web y Programas; declarantes de renta  CONTRAPARTIDA,944,-0.035,,percent
tax_rrenta_EXPT_20pasauto,rRENexpHIDR<AR,l10n_co_chart_template_generic,sale,AR REN - Exportación de Hidrocarburos,945,1,,percent
tax_rrenta_EXPT_20pasauto_ASU,rRENexpHIDR<AR\,l10n_co_chart_template_generic,sale,AR REN - Exportación de Hidrocarburos ASIMUDO,946,0.015,,percent
tax_rrenta_EXPT_20pasauto_CP,rRENexpHIDR<AR/,l10n_co_chart_template_generic,sale,AR REN - Exportación de Hidrocarburos CONTRAPARTIDA,947,-0.015,,percent
tax_rrenta_EXPT_21pasauto,rRENexpMINE<AR,l10n_co_chart_template_generic,sale,"AR REN - Exportación de demás productor mineros, incluido el oro ",948,1,,percent
tax_rrenta_EXPT_21pasauto_ASU,rRENexpMINE<AR\,l10n_co_chart_template_generic,sale,"AR REN - Exportación de demás productor mineros, incluido el oro  ASIMUDO",949,0.01,,percent
tax_rrenta_EXPT_21pasauto_CP,rRENexpMINE<AR/,l10n_co_chart_template_generic,sale,"AR REN - Exportación de demás productor mineros, incluido el oro  CONTRAPARTIDA",950,-0.01,,percent
tax_rrenta_HONOR_22act,rRENhonNATU>,l10n_co_chart_template_generic,purchase,R REN C Honorarios; persona natural; Tarifa 11%,619,-0.11,,percent
tax_rrenta_HONOR_22pas,rRENhonNATU<,l10n_co_chart_template_generic,sale,R REN V Honorarios; persona natural; Tarifa 11%,516,-0.11,,percent
tax_rrenta_HONOR_22actext,rRENhonNATU>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Honorarios; persona natural; Tarifa 11%,719,-0.11,,percent
tax_rrenta_HONOR_23act,rRENhonJURI>,l10n_co_chart_template_generic,purchase,R REN C Honorarios; persona natural; Tarifa 10%,620,-0.1,,percent
tax_rrenta_HONOR_23pas,rRENhonJURI<,l10n_co_chart_template_generic,sale,R REN V Honorarios; persona natural; Tarifa 10%,517,-0.1,,percent
tax_rrenta_HONOR_23actext,rRENhonJURI>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Honorarios; persona natural; Tarifa 10%,720,-0.1,,percent
tax_rrenta_HONOR_23actpf,rRENhonJURI>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Honorarios; persona natural,818,-0.33,,percent
tax_rrenta_HONOR_24act,rRENhonJURI>,l10n_co_chart_template_generic,purchase,R REN C Honorarios; persona juridica,621,-0.11,,percent
tax_rrenta_HONOR_24pas,rRENhonJURI<,l10n_co_chart_template_generic,sale,R REN V Honorarios; persona juridica,518,-0.11,,percent
tax_rrenta_HONOR_24actext,rRENhonJURI>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Honorarios; persona juridica,721,-0.11,,percent
tax_rrenta_HONOR_24actpf,rRENhonJURI>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Honorarios; persona juridica,819,-0.33,,percent
tax_rrenta_HONOR_24pasauto,rRENhonJURI<AR,l10n_co_chart_template_generic,sale,AR REN - Honorarios; persona juridica,951,1,,percent
tax_rrenta_HONOR_24pasauto_ASU,rRENhonJURI<AR\,l10n_co_chart_template_generic,sale,AR REN - Honorarios; persona juridica ASIMUDO,952,0.11,,percent
tax_rrenta_HONOR_24pasauto_CP,rRENhonJURI<AR/,l10n_co_chart_template_generic,sale,AR REN - Honorarios; persona juridica CONTRAPARTIDA,953,-0.11,,percent
tax_rrenta_COMIS_22act,rRENcmsNATU>,l10n_co_chart_template_generic,purchase,R REN C Comisiones; persona natural; Tarifa 11%,622,-0.11,,percent
tax_rrenta_COMIS_22pas,rRENcmsNATU<,l10n_co_chart_template_generic,sale,R REN V Comisiones; persona natural; Tarifa 11%,519,-0.11,,percent
tax_rrenta_COMIS_22actext,rRENcmsNATU>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Comisiones; persona natural; Tarifa 11%,722,-0.11,,percent
tax_rrenta_COMIS_22actpf,rRENcmsNATU>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Comisiones; persona natural,820,-0.33,,percent
tax_rrenta_COMIS_23act,rRENcmsJURI>,l10n_co_chart_template_generic,purchase,R REN C Comisiones; persona natural; Tarifa 10%,623,-0.1,,percent
tax_rrenta_COMIS_23pas,rRENcmsJURI<,l10n_co_chart_template_generic,sale,R REN V Comisiones; persona natural; Tarifa 10%,520,-0.1,,percent
tax_rrenta_COMIS_23actext,rRENcmsJURI>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Comisiones; persona natural; Tarifa 10%,723,-0.1,,percent
tax_rrenta_COMIS_24act,rRENcmsJURI>,l10n_co_chart_template_generic,purchase,R REN C Comisiones; persona juridica,624,-0.11,,percent
tax_rrenta_COMIS_24pas,rRENcmsJURI<,l10n_co_chart_template_generic,sale,R REN V Comisiones; persona juridica,521,-0.11,,percent
tax_rrenta_COMIS_24actext,rRENcmsJURI>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Comisiones; persona juridica,724,-0.11,,percent
tax_rrenta_COMIS_24actpf,rRENcmsJURI>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Comisiones; persona juridica,821,-0.33,,percent
tax_rrenta_COMIS_24pasauto,rRENcmsJURI<AR,l10n_co_chart_template_generic,sale,AR REN - Comisiones; persona juridica,954,1,,percent
tax_rrenta_COMIS_24pasauto_ASU,rRENcmsJURI<AR\,l10n_co_chart_template_generic,sale,AR REN - Comisiones; persona juridica ASIMUDO,955,0.11,,percent
tax_rrenta_COMIS_24pasauto_CP,rRENcmsJURI<AR/,l10n_co_chart_template_generic,sale,AR REN - Comisiones; persona juridica CONTRAPARTIDA,956,-0.11,,percent
tax_rrenta_RENDI_25pasauto,rRENrenFINA<AR,l10n_co_chart_template_generic,sale,AR REN - Rendimiento de instrumentos financieros y derivados ,957,1,,percent
tax_rrenta_RENDI_25pasauto_ASU,rRENrenFINA<AR\,l10n_co_chart_template_generic,sale,AR REN - Rendimiento de instrumentos financieros y derivados  ASIMUDO,958,0.025,,percent
tax_rrenta_RENDI_25pasauto_CP,rRENrenFINA<AR/,l10n_co_chart_template_generic,sale,AR REN - Rendimiento de instrumentos financieros y derivados  CONTRAPARTIDA,959,-0.025,,percent
tax_rrenta_RENDI_26pasauto,rRENrenMUTU<AR,l10n_co_chart_template_generic,sale,AR REN - Rendimiento de mutuo comercial ,960,1,,percent
tax_rrenta_RENDI_26pasauto_ASU,rRENrenMUTU<AR\,l10n_co_chart_template_generic,sale,AR REN - Rendimiento de mutuo comercial  ASIMUDO,961,0.025,,percent
tax_rrenta_RENDI_26pasauto_CP,rRENrenMUTU<AR/,l10n_co_chart_template_generic,sale,AR REN - Rendimiento de mutuo comercial  CONTRAPARTIDA,962,-0.025,,percent
tax_rrenta_AZAR_27act,rRENazaRIFA>,l10n_co_chart_template_generic,purchase,"R REN C Loterías, Rifas, Apuestas y similares",625,-0.2,,percent
tax_rrenta_AZAR_27pas,rRENazaRIFA<,l10n_co_chart_template_generic,sale,"R REN V Loterías, Rifas, Apuestas y similares",522,-0.2,,percent
tax_rrenta_AZAR_27actext,rRENazaRIFA>EX,l10n_co_chart_template_generic,purchase,"R REN EXTERIOR Loterías, Rifas, Apuestas y similares",725,-0.2,,percent
tax_rrenta_AZAR_27actpf,rRENazaRIFA>PF,l10n_co_chart_template_generic,purchase,"R REN PARAISO Loterías, Rifas, Apuestas y similares",822,-0.33,,percent
tax_rrenta_AZAR_27pasauto,rRENazaRIFA<AR,l10n_co_chart_template_generic,sale,"AR REN - Loterías, Rifas, Apuestas y similares",963,1,,percent
tax_rrenta_AZAR_27pasauto_ASU,rRENazaRIFA<AR\,l10n_co_chart_template_generic,sale,"AR REN - Loterías, Rifas, Apuestas y similares ASIMUDO",964,0.2,,percent
tax_rrenta_AZAR_27pasauto_CP,rRENazaRIFA<AR/,l10n_co_chart_template_generic,sale,"AR REN - Loterías, Rifas, Apuestas y similares CONTRAPARTIDA",965,-0.2,,percent
tax_rrenta_COMPR_28act,rRENcmpOTROd>,l10n_co_chart_template_generic,purchase,R REN C Otras Compras; declarantes,626,-0.025,,percent
tax_rrenta_COMPR_28pas,rRENcmpOTROd<,l10n_co_chart_template_generic,sale,R REN V Otras Compras; declarantes,523,-0.025,,percent
