"id","name","description","invoice_label","type_tax_use","l10n_in_tax_type","amount_type","amount","tax_scope","active","tax_group_id","is_base_affected","include_base_amount","children_tax_ids","formula","sequence","l10n_in_reverse_charge","repartition_line_ids/factor_percent","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/tag_ids","l10n_in_section_id","fiscal_position_ids","original_tax_ids","l10n_in_is_lut"
"cgst_purchase_20","20% CGST P","CGST","CGST 20%","none","gst","percent","20","","False","cgst_group","","","","","","","","base","invoice","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10052","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10052","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_40","40% GST P","GST","GST 40%","purchase","","group","40.0","","False","gst_group","","","sgst_purchase_20,cgst_purchase_20","","","","","","","","","","","",""
"cess_purchase_5_rc","5% CESS RC","CESS","CESS 5% RC","none","gst","percent","5.0","","False","cess_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cess","","fiscal_position_in_reverse_charge_intra","cess_purchase_5",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11235","l10n_in.tax_tag_cess","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cess","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11235","l10n_in.tax_tag_cess","","","",""
"cess_purchase_1591_rc","1.591% CESS RC","","1591 PER THOUSAND","none","gst","fixed","1.591","","False","cess_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cess","","fiscal_position_in_reverse_charge_intra","cess_purchase_1591",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11235","l10n_in.tax_tag_cess","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cess","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11235","l10n_in.tax_tag_cess","","","",""
"cess_5_plus_1591_purchase_rc","5%+1.591 CESS RC","CESS 5%+1.591","CESS 5%+1.591","purchase","","group","0.0","","False","cess_group","","","cess_purchase_5_rc,cess_purchase_1591_rc","","","True","","","","","","","fiscal_position_in_reverse_charge_inter,fiscal_position_in_reverse_charge_intra","cess_5_plus_1591_purchase",""
"cess_21_4170_higer_purchase_rc","21% or 4.170 CESS RC","CESS 21% or 4.170","CESS 21% or 4.170","purchase","gst","code","0.0","","False","cess_group","","","","max(quantity * price_unit * 0.21, quantity * 4.17)","","True","","base","invoice","","l10n_in.tax_tag_base_cess","","fiscal_position_in_reverse_charge_inter,fiscal_position_in_reverse_charge_intra","cess_21_4170_higer_purchase",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11235","l10n_in.tax_tag_cess","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cess","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11235","l10n_in.tax_tag_cess","","","",""
"igst_purchase_1_rc","1% IGST RC","IGST (RC)","IGST 1%","purchase","gst","percent","1.0","","False","igst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_igst","","fiscal_position_in_reverse_charge_inter","sgst_purchase_1",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11234","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11234","l10n_in.tax_tag_igst","","","",""
"igst_purchase_2_rc","2% IGST RC","IGST (RC)","IGST 2%","purchase","gst","percent","2.0","","False","igst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_igst","","fiscal_position_in_reverse_charge_inter","sgst_purchase_2",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11234","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11234","l10n_in.tax_tag_igst","","","",""
"igst_purchase_28_rc","28% IGST RC","IGST (RC)","IGST 28%","purchase","gst","percent","28.0","","False","igst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_igst","","fiscal_position_in_reverse_charge_inter","sgst_purchase_28",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11234","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11234","l10n_in.tax_tag_igst","","","",""
"igst_purchase_18_rc","18% IGST RC","IGST (RC)","IGST 18%","purchase","gst","percent","18.0","","False","igst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_igst","","fiscal_position_in_reverse_charge_inter","sgst_purchase_18",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11234","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11234","l10n_in.tax_tag_igst","","","",""
"igst_purchase_12_rc","12% IGST RC","IGST (RC)","IGST 12%","purchase","gst","percent","12.0","","False","igst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_igst","","fiscal_position_in_reverse_charge_inter","sgst_purchase_12",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11234","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11234","l10n_in.tax_tag_igst","","","",""
"igst_purchase_5_rc","5% IGST RC","IGST (RC)","IGST 5%","purchase","gst","percent","5.0","","False","igst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_igst","","fiscal_position_in_reverse_charge_inter","sgst_purchase_5",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11234","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11234","l10n_in.tax_tag_igst","","","",""
"igst_purchase_18_service_rc","18% IGST (IMP-Service)","18% IGST (IMP-Service)","IGST 18%","purchase","gst","percent","18.0","service","False","igst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p10057","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p10057","l10n_in.tax_tag_igst","","","",""
"sgst_purchase_0_5_rc","0.5% SGST RC","SGST (RC)","SGST 0.5%","none","gst","percent","0.5","","False","sgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_sgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11232","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11232","l10n_in.tax_tag_sgst","","","",""
"cgst_purchase_0_5_rc","0.5% CGST RC","CGST (RC)","CGST 0.5%","none","gst","percent","0.5","","False","cgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11233","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11233","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_1_rc","1% GST RC","GST (RC)","GST 1%","purchase","","group","1.0","","False","gst_group","","","sgst_purchase_0_5_rc,cgst_purchase_0_5_rc","","","True","","","","","","","fiscal_position_in_reverse_charge_intra","sgst_purchase_1",""
"sgst_purchase_1_2_rc","1% SGST RC","SGST (RC)","SGST 1%","none","gst","percent","1.0","","False","sgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_sgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11232","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11232","l10n_in.tax_tag_sgst","","","",""
"cgst_purchase_1_2_rc","1% CGST RC","CGST (RC)","CGST 1%","none","gst","percent","1.0","","False","cgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11233","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11233","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_2_rc","2% GST RC","GST (RC)","GST 2%","purchase","","group","2.0","","False","gst_group","","","sgst_purchase_1_2_rc,cgst_purchase_1_2_rc","","","True","","","","","","","fiscal_position_in_reverse_charge_intra","sgst_purchase_2",""
"sgst_purchase_14_rc","14% SGST RC","SGST (RC)","SGST 14%","none","gst","percent","14.0","","False","sgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_sgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11232","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11232","l10n_in.tax_tag_sgst","","","",""
"cgst_purchase_14_rc","14% CGST RC","CGST (RC)","CGST 14%","none","gst","percent","14.0","","False","cgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11233","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11233","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_28_rc","28% GST RC","GST (RC)","GST 28%","purchase","","group","28.0","","False","gst_group","","","sgst_purchase_14_rc,cgst_purchase_14_rc","","","True","","","","","","","fiscal_position_in_reverse_charge_intra","sgst_purchase_28",""
"sgst_purchase_9_rc","9% SGST RC","SGST (RC)","SGST 9%","none","gst","percent","9.0","","False","sgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_sgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11232","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11232","l10n_in.tax_tag_sgst","","","",""
"cgst_purchase_9_rc","9% CGST RC","CGST (RC)","CGST 9%","none","gst","percent","9.0","","False","cgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11233","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11233","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_18_rc","18% GST RC","GST (RC)","GST 18%","purchase","","group","18.0","","False","gst_group","","","sgst_purchase_9_rc,cgst_purchase_9_rc","","","True","","","","","","","fiscal_position_in_reverse_charge_intra","sgst_purchase_18",""
"sgst_purchase_6_rc","6% SGST RC","SGST (RC)","SGST 6%","none","gst","percent","6.0","","False","sgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_sgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11232","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11232","l10n_in.tax_tag_sgst","","","",""
"cgst_purchase_6_rc","6% CGST RC","CGST (RC)","CGST 6%","none","gst","percent","6.0","","False","cgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11233","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11233","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_12_rc","12% GST RC","GST (RC)","GST 12%","purchase","","group","12.0","","False","gst_group","","","sgst_purchase_6_rc,cgst_purchase_6_rc","","","True","","","","","","","fiscal_position_in_reverse_charge_intra","sgst_purchase_12",""
"sgst_purchase_2_5_rc","2.5% SGST RC","SGST (RC)","SGST 2.5%","none","gst","percent","2.5","","False","sgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_sgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11232","l10n_in.tax_tag_sgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_sgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11232","l10n_in.tax_tag_sgst","","","",""
"cgst_purchase_2_5_rc","2.5% CGST RC","CGST (RC)","CGST 2.5%","none","gst","percent","2.5","","False","cgst_group","","","","","","True","","base","invoice","","l10n_in.tax_tag_base_cgst","","fiscal_position_in_reverse_charge_intra","",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p11233","l10n_in.tax_tag_cgst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_cgst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p10057","","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p11233","l10n_in.tax_tag_cgst","","","",""
"sgst_purchase_5_rc","5% GST RC","GST (RC)","GST 5%","purchase","","group","5.0","","False","gst_group","","","sgst_purchase_2_5_rc,cgst_purchase_2_5_rc","","0","True","","","","","","","fiscal_position_in_reverse_charge_intra","sgst_purchase_5",""
"igst_sale_0_sez_exp","0% IGST S (EXP)","IGST (EXPORT)","IGST (EXPORT) 0%","sale","gst","percent","0.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","exempt_sale,nil_rated_sale,non_gst_supplies_sale",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p100531","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p100531","","","","",""
"igst_sale_1_sez_exp","1% IGST S (EXP)","IGST (EXPORT)","IGST (EXPORT) 1%","sale","gst","percent","1.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_1",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p100531","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p100531","","","","",""
"igst_sale_2_sez_exp","2% IGST S (EXP)","IGST (EXPORT)","IGST (EXPORT) 2%","sale","gst","percent","2.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_2",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p100531","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p100531","","","","",""
"igst_sale_28_sez_exp","28% IGST S (EXP)","IGST (EXPORT)","IGST (EXPORT) 28%","sale","gst","percent","28.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_28",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p100531","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p100531","","","","",""
"igst_sale_18_sez_exp","18% IGST S (EXP)","IGST (EXPORT)","IGST (EXPORT) 18%","sale","gst","percent","18.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_18",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p100531","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p100531","","","","",""
"igst_sale_12_sez_exp","12% IGST S (EXP)","IGST (EXPORT)","IGST (EXPORT) 12%","sale","gst","percent","12.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_12",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p100531","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p100531","","","","",""
"igst_sale_5_sez_exp","5% IGST S (EXP)","IGST (EXPORT)","IGST (EXPORT) 5%","sale","gst","percent","5.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_5",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p100531","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p100531","","","","",""
"igst_sale_40_sez_exp","40% IGST S (EXP)","IGST (EXPORT)","IGST (EXPORT) 40%","sale","gst","percent","40.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_40",""
"","","","","","","","","","","","","","","","","","","tax","invoice","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p100531","","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112342","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p100531","","","","",""
"igst_sale_0_sez_exp_lut","0% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 0%","sale","gst","percent","0.0","","False","igst_group","","","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","exempt_sale,nil_rated_sale,non_gst_supplies_sale","True"
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_1_sez_exp_lut","1% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 1%","sale","gst","percent","1.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_1","True"
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_2_sez_exp_lut","2% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 2%","sale","gst","percent","2.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_2","True"
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_28_sez_exp_lut","28% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 28%","sale","gst","percent","28.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_28","True"
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_18_sez_exp_lut","18% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 18%","sale","gst","percent","18.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_18","True"
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
"","","","","","","","","","","","","","","","","","","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","refund","p112341","l10n_in.tax_tag_igst","","","",""
"igst_sale_12_sez_exp_lut","12% IGST S (EXP-LUT)","IGST (Export under LUT)","IGST (EXPORT-LUT) 12%","sale","gst","percent","12.0","","False","igst_group","False","True","","","","","","base","invoice","","l10n_in.tax_tag_base_igst","","","sgst_sale_12","True"
"","","","","","","","","","","","","","","","","","","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","-100","tax","invoice","p112341","l10n_in.tax_tag_igst","","","",""
"","","","","","","","","","","","","","","","","","","base","refund","","l10n_in.tax_tag_base_igst","","","",""
